ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	NCBI Genomic Island	Criteria	ARO Categories
ARO:3001855	ACT-35	9	protein homolog model	Enterobacter hormaechei	0	0.18	0.6	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3001855	ACT-35	9	protein homolog model	Enterobacter hormaechei	0	0.12	0.6	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3002244	CARB-5	10	protein homolog model	Acinetobacter baumannii	0	0.02	0	0	perfect_strict	antibiotic inactivation; penam
ARO:3000988	TEM-126	12	protein homolog model	Escherichia coli	0	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000988	TEM-126	12	protein homolog model	Klebsiella pneumoniae	0.02	0.1	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000988	TEM-126	12	protein homolog model	Mycobacterium tuberculosis	0	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000988	TEM-126	12	protein homolog model	Acinetobacter baumannii	0	0.04	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000988	TEM-126	12	protein homolog model	Salmonella enterica	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000928	TEM-59	15	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002320	KPC-10	16	protein homolog model	Klebsiella pneumoniae	0.02	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam
ARO:3003196	tet(45)	17	protein homolog model	Staphylococcus aureus	3.64	3.24	1.59	1.72	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Klebsiella pneumoniae	0	0.03	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Enterococcus faecalis	10.78	15.84	3.57	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Bacillus cereus	2.41	17.01	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Pseudomonas aeruginosa	0	0.02	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Streptococcus pyogenes	0	0.83	1.6	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Enterococcus casseliflavus	0	6.94	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Campylobacter jejuni	4.49	0.06	3.7	61.54	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Enterococcus faecium	2.58	24.41	24.29	31.37	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Bacillus anthracis	0	0.91	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Staphylococcus haemolyticus	2.33	5.12	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Bacillus subtilis	0	45.73	62.3	5.48	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Campylobacter coli	0	0.27	8.77	20	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Streptococcus agalactiae	0	0.75	2.35	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Staphylococcus epidermidis	0.53	4.51	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Morganella morganii	2.7	0	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Enterococcus hirae	14.29	7.07	6.25	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Streptococcus suis	0	4.97	2.41	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Staphylococcus hominis	2.63	2.07	9.09	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Staphylococcus simulans	0	1.75	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Streptococcus lutetiensis	0	7.69	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Streptococcus anginosus	0	8	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Staphylococcus saprophyticus	0	2.29	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Staphylococcus pseudintermedius	0	1.59	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Bacillus amyloliquefaciens	0	67.61	80	33.33	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Lactobacillus johnsonii	0	5.13	14.29	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Anaerostipes hadrus	0	1.85	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Bacillus tequilensis	0	100	100	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Bacillus velezensis	0	70.94	78.01	47.83	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Megasphaera stantonii	0	50	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Rhizobium leguminosarum	0	0.2	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Streptococcus equinus	0	2.63	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3003196	tet(45)	17	protein homolog model	Streptococcus pasteurianus	0	88.89	100	16.67	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3001557	OXA-371	23	protein homolog model	Acinetobacter baumannii	0	0.13	0.62	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001557	OXA-371	23	protein homolog model	Acinetobacter baumannii	0	0.13	0.62	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3003552	fusB	24	protein homolog model	Staphylococcus aureus	0.08	0.4	0.49	0.29	perfect_strict	antibiotic target protection; fusidic acid
ARO:3003552	fusB	24	protein homolog model	Staphylococcus haemolyticus	0	14.16	23.81	6.67	perfect	antibiotic target protection; fusidic acid
ARO:3003552	fusB	24	protein homolog model	Staphylococcus haemolyticus	0	14.46	23.81	6.67	perfect_strict	antibiotic target protection; fusidic acid
ARO:3003552	fusB	24	protein homolog model	Staphylococcus epidermidis	0	15.28	48.31	0	perfect	antibiotic target protection; fusidic acid
ARO:3003552	fusB	24	protein homolog model	Staphylococcus epidermidis	0	15.59	49.44	2.86	perfect_strict	antibiotic target protection; fusidic acid
ARO:3003552	fusB	24	protein homolog model	Staphylococcus hominis	0	6.21	0	0	perfect	antibiotic target protection; fusidic acid
ARO:3003552	fusB	24	protein homolog model	Staphylococcus hominis	0	6.9	0	0	perfect_strict	antibiotic target protection; fusidic acid
ARO:3003552	fusB	24	protein homolog model	Staphylococcus lugdunensis	0	0	7.14	0	perfect	antibiotic target protection; fusidic acid
ARO:3003552	fusB	24	protein homolog model	Staphylococcus lugdunensis	0	0	7.14	0	perfect_strict	antibiotic target protection; fusidic acid
ARO:3003552	fusB	24	protein homolog model	Staphylococcus pasteuri	0	4.76	33.33	0	perfect	antibiotic target protection; fusidic acid
ARO:3003552	fusB	24	protein homolog model	Staphylococcus pasteuri	0	4.76	33.33	0	perfect_strict	antibiotic target protection; fusidic acid
ARO:3003552	fusB	24	protein homolog model	Staphylococcus aureus	0.08	0.4	0.49	0.29	perfect	antibiotic target protection; fusidic acid
ARO:3001980	CTX-M-121	25	protein homolog model	Enterobacter hormaechei	0	0.06	0	0	perfect	antibiotic inactivation; cephalosporin
ARO:3001980	CTX-M-121	25	protein homolog model	Enterobacter hormaechei	0	0.06	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3002372	VEB-3	26	protein homolog model	Escherichia coli	0	0.01	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Klebsiella pneumoniae	0.03	0.02	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Klebsiella pneumoniae	0.03	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Pseudomonas aeruginosa	0	0	0.46	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Pseudomonas aeruginosa	0	0	0.46	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Aeromonas hydrophila	0	0	2.5	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Enterobacter cloacae	0	0.45	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Enterobacter cloacae	0	0.45	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Citrobacter freundii	0.52	0.25	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Citrobacter freundii	0.52	0.25	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Aeromonas caviae	0	0.9	3.57	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Aeromonas caviae	0	0.9	3.57	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Providencia rettgeri	0	0.86	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Enterobacter hormaechei	0.17	0	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Enterobacter hormaechei	0.17	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Vibrio parahaemolyticus	0	0.06	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Aeromonas veronii	2.86	0	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002372	VEB-3	26	protein homolog model	Aeromonas veronii	2.86	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002835	lnuA	27	protein homolog model	Acinetobacter baumannii	0	0.02	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Staphylococcus aureus	0.66	1.06	0.24	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Escherichia coli	0	0.08	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Streptococcus pneumoniae	0	0.04	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Enterococcus faecalis	0	0.21	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Listeria monocytogenes	0	0.06	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Enterococcus faecium	0	0.22	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Staphylococcus haemolyticus	0	4.82	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Staphylococcus epidermidis	0.53	4	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Enterococcus hirae	0	0.54	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Streptococcus suis	0	0.13	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Staphylococcus hominis	0	6.9	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Staphylococcus simulans	66.67	3.51	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Staphylococcus saprophyticus	0	11.45	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Listeria innocua	7.69	1.05	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Staphylococcus pseudintermedius	0	1.06	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Lactobacillus johnsonii	0	7.69	14.29	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Macrococcus canis	0	14.29	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Lactobacillus crispatus	0	9.93	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3002835	lnuA	27	protein homolog model	Staphylococcus pasteuri	0	4.76	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	29	protein variant model	Salmonella enterica	0	0.14	0.08	0	perfect_strict	antibiotic target alteration; sulfonamide antibiotic; sulfone antibiotic
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	29	protein variant model	Escherichia coli	0	0.1	0.03	0	perfect_strict	antibiotic target alteration; sulfonamide antibiotic; sulfone antibiotic
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	29	protein variant model	Enterobacter hormaechei	0	0.12	0	0	perfect_strict	antibiotic target alteration; sulfonamide antibiotic; sulfone antibiotic
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	29	protein variant model	Citrobacter portucalensis	0	0	5.56	0	perfect_strict	antibiotic target alteration; sulfonamide antibiotic; sulfone antibiotic
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	29	protein variant model	Klebsiella oxytoca	0	0.46	0	0	perfect_strict	antibiotic target alteration; sulfonamide antibiotic; sulfone antibiotic
ARO:3003163	CTX-M-155	31	protein homolog model	Klebsiella pneumoniae	0.02	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3003163	CTX-M-155	31	protein homolog model	Citrobacter freundii	0	0.25	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3003163	CTX-M-155	31	protein homolog model	Mycobacterium avium	0	0.48	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3002146	DHA-15	32	protein homolog model	Citrobacter freundii	0	0.25	0	0	perfect	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002146	DHA-15	32	protein homolog model	Citrobacter freundii	0	0.25	0	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3003109	msrE	33	protein homolog model	Acinetobacter baumannii	3.06	38.1	37.19	4.4	perfect	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Acinetobacter baumannii	3.19	39.41	38.44	5.66	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Staphylococcus aureus	0	0.01	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Salmonella enterica	0.35	0.47	0.23	0.66	perfect	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Salmonella enterica	0.35	0.47	0.23	0.66	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Escherichia coli	0.08	0.26	0.06	0	perfect	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Escherichia coli	0.08	0.28	0.09	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Klebsiella pneumoniae	1.38	3.03	0.94	0.95	perfect	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Klebsiella pneumoniae	1.56	3.66	1.13	0.95	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Pseudomonas aeruginosa	2.07	0.49	2.55	5.56	perfect	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Pseudomonas aeruginosa	2.76	0.55	2.55	5.56	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Klebsiella aerogenes	0	0.63	0	0	perfect	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Klebsiella aerogenes	0	0.63	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Proteus mirabilis	11.29	2.76	12.5	14.81	perfect	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Proteus mirabilis	11.29	2.76	12.5	14.81	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Enterococcus faecium	0	0.04	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003109	msrE	33	protein homolog model	Serratia marcescens	1.42	0.45	0	0	perfect	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
